RowID,SupplierTitle,AmazonTitle,EAN,AmazonEAN,ASIN,SupPrice,SellPrice,NetProfit,AdjProfit,ROI,Sales,SupPack,AmzPack,PackRatio,Similarity,SupBrand,AmzBrand,Category,Reason,FinalCategory
1998,SAMS SCRUMMY GIANT LEG DOG BONE,Dog Bone Giant Roasted Beef Leg Dog Food Dog Feeding Chew Treats Pack Of 2,5015302202996,5015302202996,B01D1R4NXS,2.616,10.94,0.776666666666667,-1.8393333333333333,0.28449328449328404,50,1,2,2.0,28.57142857142857,SAMS,DOG,VERIFIED_FO,Exact EAN but pack 1→2 = £-1.84,VERIFIED_FO
1506,MIRROR BLUE CANYON SQUARE PLASTIC MIRROR,Blue Canyon - 18cm Free Standing Square Mirror - White Colour - Perfect for Shaving and Applying Makeup - One Side with 2x Magnification - Double Sided Multipurpose Mirror - BA2046,5060187173633,5060187173633,B007IGLUIK,3.096,8.25,0.434999999999999,-2.661000000000001,0.138977635782747,100,1,2,2.0,18.181818181818183,MIRROR,BLUE,VERIFIED_FO,Exact EAN but pack 1→2 = £-2.66,VERIFIED_FO
1705,PHOODS FOIL TRAY ROASTER,"Superior Sandwich Platter Trays - Pack of 10 Catering Trays for Parties - Buffet Serving Tray with Spill Proof Lids - Catering Platters for Cakes, Parties & Events, Meal Prep Large Tray",5060357991357,5060357991357,B0DT71SSPT,1.08,14.97,3.905,-5.815000000000001,2.69310344827586,50,1,10,10.0,4.3478260869565215,PHOODS,SUPERIOR,VERIFIED_FO,Exact EAN but pack 1→10 = £-5.82,VERIFIED_FO
2060,WHAM CRYSTAL 32LTR CLEAR UNDERBED BOX&LID,"Wham Clear Plastic Storage Box Boxes With Lids Home Office Stackable Nestable, 32L Underbed, Set of 3",5038135108600,5038135108600,B074V9468X,4.572,18.55,0.548333333333334,-8.595666666666666,0.125764525993883,50,1,3,3.0,10.526315789473683,WHAM,WHAM,VERIFIED_FO,Exact EAN but pack 1→3 = £-8.60,VERIFIED_FO
1971,APOLLO VINEGAR SHAKER,"apollo THE HOUSEWARES BRAND 3357 Glass Vinegar Shaker, Clear 15 x 5.5 x 5.5 cm",5026180033572,5026180033572,B009SJXB32,0.936,6.58,0.463333333333332,-12.64066666666667,0.348370927318295,50,1,15,15.0,15.384615384615385,APOLLO,APOLLO,VERIFIED_FO,Exact EAN but pack 1→15 = £-12.64,VERIFIED_FO
135,PPS ROUND 40 DOYLEYS 21CM,"40 X White Round LACE DOYLEYS - 22cm/8.5"" Quality Disposable Paper mats Great for Entertaining and Parties",5030481940088,5030481940088,B07YQ5HFFN,0.672,4.28,0.296666666666666,-25.911333333333335,0.267267267267267,700,1,40,40.0,18.75,PPS,40,VERIFIED_FO,Exact EAN but pack 1→40 = £-25.91,VERIFIED_FO
126,SUPERIOR FOIL 10 CONTAINERS & LID 9X9IN,"Superior 10-Pack Aluminium Foil Trays with Paper Lids, Heavy Duty Aluminium Takeaway Containers, Freezer & Oven Safe Tin Foil Trays For Baking, Cooking, Broiling, Storage Containers, 9 x 9 inch",5060357990107,5060357990107,B0DJDH23JW,3.65999999999999,12.97,2.12833333333333,-30.811666666666582,0.591203703703704,700,1,10,10.0,7.6923076923076925,SUPERIOR,SUPERIOR,VERIFIED_FO,Exact EAN but pack 1→10 = £-30.81,VERIFIED_FO
2089,MASON CASH CERAMIC RECT DISH 16cm,"Mason Cash 2001.542 Collection Fine Stoneware Square Roasting Baking and Serving Dish, Ceramic, White, 16 x 16 x 4.5 cm",5010853203508,5010853203508,B00W3RVAG6,3.65999999999999,9.11,0.101666666666666,-54.79833333333318,0.028240740740740698,50,1,16,16.0,9.523809523809524,MASON,MASON,VERIFIED_FO,Exact EAN but pack 1→16 = £-54.80,VERIFIED_FO
2026,FALCON ENAMEL ROUND PIE DISH  26CM,FALCON Round Pie Dish White 26CM,5012823030916,,B07NNY768K,4.464,10.69,0.892083333333333,0.892083333333333,0.20891881342701002,50,1,1,1.0,71.42857142857143,FALCON,FALCON,HIGHLY LIKELY,Brand match + 71% similarity,HIGHLY_LIKELY_REC
692,ROLSON CLAW HAMMER FIBREGLASS 8OZ,Rolson 11201 8oz Stubby Claw Hammer,5029594103718,5029594112017,B00JITHXRM,2.892,8.09,0.861666666666667,0.861666666666667,0.291103603603603,300,1,1,1.0,57.14285714285714,ROLSON,ROLSON,HIGHLY LIKELY,Brand match + 57% similarity,HIGHLY_LIKELY_REC
2005,"AMTECH POINTING TROWEL 150M(6"") WITH SOFT GRIP","Amtech G0230 150mm (6"") Pointing trowel with soft grip",5032759027644,,B00ABJQTPU,2.064,7.49,0.625416666666666,0.625416666666666,0.275513950073421,50,1,1,1.0,55.55555555555556,AMTECH,AMTECH,HIGHLY LIKELY,Brand match + 56% similarity,HIGHLY_LIKELY_REC
2006,FAIRY MAX POWER SOAP DISPENSING DISH BRUSH & REFILLS 3PCS,Fairy Soap Dispensing Dish Brush,5010303194424,5010303180588,B0BYKDX25N,1.2,6.57,0.425,0.425,0.27419354838709703,50,3,1,0.3333333333333333,55.55555555555556,FAIRY,FAIRY,HIGHLY LIKELY,Brand match + 56% similarity,HIGHLY_LIKELY_REC
2081,HARRIS PUTTY KNIFE,Harris Seriously Good Putty Knife,5056287402902,,B0815B7FBY,2.22,6.98,0.134166666666667,0.134166666666667,0.055902777777777996,50,1,1,1.0,60.0,HARRIS,HARRIS,HIGHLY LIKELY,Brand match + 60% similarity,HIGHLY_LIKELY_REC
2090,FAIRY MAX POWER SOAP DISPENSING DISH BRUSH,Fairy Soap Dispensing Dish Brush,5010303194387,5010303180588,B0BYKDX25N,1.728,6.57,0.0550000000000003,0.0550000000000003,0.027638190954774,50,1,1,1.0,71.42857142857143,FAIRY,FAIRY,HIGHLY LIKELY,Brand match + 71% similarity,HIGHLY_LIKELY_REC
253,QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,5025301365790,,B0B3F548G7,15.588,69.99,33.6262499999999,33.6262499999999,2.48347488921713,500,1,1,1.0,22.727272727272727,QUEST,QUEST,NEEDS VERIFICATION,"Brand/title match, 23% similarity - verify EAN",NEEDS_VERIFICATION
377,EVERBUILD SEALANT STRIPOUT TOOL,Everbuild Super Flow Sealant/Adhesive Cartridge Applicator Gun with Rotating Barrel â€“ Soft Grip Handle â€“ For Cartridges Up to 310 ml,5029347603557,,B00IZMVQOO,4.104,49.65,28.78875,28.78875,7.2515743073047805,400,1,1,1.0,4.761904761904762,EVERBUILD,EVERBUILD,NEEDS VERIFICATION,"Brand/title match, 5% similarity - verify EAN",NEEDS_VERIFICATION
1790,MASTER COOK CASSEROLE NON-STICK 24CM,"MasterClass Cast Aluminium Cream Casserole Dish, 24cm, 4 Litre, Gift Boxed",742288758937,5057982093273,B0BT51TC8X,12.84,48.99,17.355,17.355,1.54266666666666,50,1,1,1.0,6.666666666666667,MASTER,MASTERCLASS,NEEDS VERIFICATION,"Brand/title match, 7% similarity - verify EAN",NEEDS_VERIFICATION
43,WORLD OF PETS CAT LITTER SCENTED 3LT,World's Best Cat Litter 28lb (12.7kg) Lavender Scented,5052516216876,,B009S64OI6,2.76,39.19,16.1383333333333,16.1383333333333,5.662573099415201,800,1,1,1.0,27.27272727272727,WORLD,WORLD'S,NEEDS VERIFICATION,"Brand/title match, 27% similarity - verify EAN",NEEDS_VERIFICATION
925,QUEST TURBO BLENDER 2 IN 1 32129,"Quest Food Processor, 6-in-1 Chopper, Blender, Grinder, 2 Litre Bowl, 3 Speeds + Pulse, Dishwasher Safe, 600W",5025301321291,,B0DQYT5F9Z,22.848,50.94,14.0825,14.0825,0.718861664114344,200,1,1,1.0,9.523809523809524,QUEST,QUEST,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
1865,SPONTEX QUICK SPRAY MOP DUO,"Spontex Quick Spray Duo Flat Spray Mop with Washable Microfibre Mop Head Pads | Cleans Laminate, Wood & Tile Flooring | No-Touch Reversible Head",3384128001482,3384120013698,B0D67FMZ5N,15.5279999999999,39.99,12.735,12.735,0.94403261675315,50,1,1,1.0,29.411764705882355,SPONTEX,SPONTEX,NEEDS VERIFICATION,"Brand/title match, 29% similarity - verify EAN",NEEDS_VERIFICATION
1671,GLASS VASE 13X24CM,"Glass Flower Vase, 24cm Hight Modern Minimalist FlowerVase, Nordic Crystal Decorative Handmade Vase Flower Arrangement Decoration for Home Office Decor, Gift for Wedding Housewarming Party Celebrate",6923456818361,792936828406,B0D9B9SG6C,3.828,28.99,12.6183333333333,12.6183333333333,3.37388591800356,50,1,1,1.0,8.333333333333332,GLASS,GLASS,NEEDS VERIFICATION,"Brand/title match, 8% similarity - verify EAN",NEEDS_VERIFICATION
767,CHEF AID SANTOKU KNIFE SOFT GRIP HANDLE,"MasterChef Knife Set with Block, 5 Kitchen Knives with Sharp Stainless Steel Blades (Chef, Paring, Utility, Carving, Bread) Soft Touch Easy Grip Handles & Universal Knife Holder, Earth Greys",5012904112753,,B0D5HN7W14,2.808,24.49,12.0470833333333,12.0470833333333,4.16854094579008,200,1,1,1.0,10.344827586206897,CHEF,MASTERCHEF,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
1914,MASTER COOK DIE CAST CASSEROLE 24CM,"MasterClass Cast Aluminium Cream Casserole Dish, 24cm, 4 Litre, Gift Boxed",6945702110326,5057982093273,B0BT51TC8X,20.16,48.99,11.2549999999999,11.2549999999999,0.648703170028818,50,1,1,1.0,13.333333333333334,MASTER,MASTERCLASS,NEEDS VERIFICATION,"Brand/title match, 13% similarity - verify EAN",NEEDS_VERIFICATION
541,"JAUNTY PARTYWARE CONFETTI PARTY BOWLS 6"" 12PK","Jaunty 24pk Bulk Party Flashing Glasses - Neon Rave Accessories - Light Up Glasses for Adults - Multicolour LED Glow for Birthdays, Festivals, Dance Events, Fancy Dress, and Celebration Parties",5056683919721,,B07PMB7PYK,0.936,19.99,10.4195833333333,10.4195833333333,7.83427318295739,300,1,1,1.0,7.142857142857142,JAUNTY,JAUNTY,NEEDS VERIFICATION,"Brand/title match, 7% similarity - verify EAN",NEEDS_VERIFICATION
391,HOBBY FLORIA LACE PRACTICAL BASKET MEDIUM,"Hobby Gift Sewing Box, Wood/Fabric, Embroidered Bee, Medium",8694064013285,5029784903364,B0933MHLG6,2.004,24.99,9.98499999999999,9.98499999999999,4.4977477477477406,400,1,1,1.0,16.666666666666664,HOBBY,HOBBY,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
1097,2 Pack Dog Squeaky Toys,"2-Pack Squeaky Dog Toys, Long Crinkle Tail with Treat Dispenser Pockets Plush Interactive Puzzle Toys for IQ Snuffle Foraging Training, Suitable for Small Medium & Large Dogs to Keep Them Busy",5060226034390,,B0FL7M9TBG,1.14,19.49,8.76166666666666,8.76166666666666,5.841111111111109,100,2,2,1.0,10.344827586206897,2,2-PACK,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
1247,MASON CASH MIXING BOWL IN THE MEADOW DAFFODIL 21CM,"Mason Cash in The Forest Hedgehog Mixing Bowl 1.1 Litre | 21cm Red S30 Stoneware Bowl for Baking, Pudding & Cookie Dough, Embossed Woodland Design",5010853281667,5010853271866,B08KJGYJNK,4.776,22.62,7.96,7.96,1.75717439293598,100,1,1,1.0,23.809523809523807,MASON,MASON,NEEDS VERIFICATION,"Brand/title match, 24% similarity - verify EAN",NEEDS_VERIFICATION
403,WICKED STATIONERY BACKPACK,"WICKED Backpack, Glinda And Elphaba Girls Backpack, Girls School Bag, Kids School Bag",5015934923276,5056814619636,B0FKH5GWYL,2.892,19.99,7.71833333333333,7.71833333333333,2.6075450450450397,400,1,1,1.0,9.090909090909092,WICKED,WICKED,NEEDS VERIFICATION,"Brand/title match, 9% similarity - verify EAN",NEEDS_VERIFICATION
1897,RCR MELODIA BICCHIERI TUMBLER 24CL 6PC,"RCR Crystal Melodia Luxion 360 ml Tumbler & 230 ml High Ball Glasses, Cocktail, Short Whiskey Glasses, Made in Italy, Dishwasher Safe, for Newlyweds & New Homeowners, 12-Piece Set",8007815259359,5054061262513,B07F446GQD,12.4319999999999,34.99,7.65833333333333,7.65833333333333,0.7019553926061719,50,6,1,0.16666666666666666,11.538461538461538,RCR,RCR,NEEDS VERIFICATION,"Brand/title match, 12% similarity - verify EAN",NEEDS_VERIFICATION
817,SCHOTT ZWIESEL WHITE WINE GLASS 407ML SET OF 2,"Schott Zwiesel Pure Glassware - White Wine Glasses - Set of 2, 408ml Capacity, Tritan Glass, Dishwasher Safe.",4001836065665,5023041541245,B073XQYNQT,3.348,19.99,7.17833333333333,7.17833333333333,2.14920159680638,200,2,2,1.0,27.77777777777778,SCHOTT,SCHOTT,NEEDS VERIFICATION,"Brand/title match, 28% similarity - verify EAN",NEEDS_VERIFICATION
811,THE BIG CHEESE NEO ZAP ELECTRONIC RAT KILLER REFILL,"The Big Cheese Ultra Power - Electronic Mouse Killer, Quick, Effective Humane - Professional Electric Mouse Trap that Kills Instantly - Safe, Hygienic Zapper - Indoor Battery Powered Electric Trap",5036200127242,,B00TU1VL08,2.88,16.99,6.67458333333333,6.67458333333333,2.26257062146892,200,1,1,1.0,11.11111111111111,THE,THE,NEEDS VERIFICATION,"Brand/title match, 11% similarity - verify EAN",NEEDS_VERIFICATION
627,MASON CASH MIXING BOWL OWL STONE 26CM,"Mason Cash in The Forest Owl Mixing Bowl 4 Litre | 26cm Dark Green S18 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",5010853197838,5010853271859,B08KJB12RQ,6.45599999999999,23.71,6.53833333333333,6.53833333333333,1.1025857223159,300,1,1,1.0,26.08695652173913,MASON,MASON,NEEDS VERIFICATION,"Brand/title match, 26% similarity - verify EAN",NEEDS_VERIFICATION
1713,HEM INCENSE STICKS LEMON,"HEM Incense Sticks - 18 unique and premium flavours - Such as but not limited to Sandalwood, Lavender, White Sage, Patchouli, Coconut Mango, Good Health, Lemon Grass with SAMASIA incense holder",8901810001893,,B098BLNN9L,2.352,15.99,6.40625,6.40625,2.55229083665338,50,1,1,1.0,15.384615384615385,HEM,HEM,NEEDS VERIFICATION,"Brand/title match, 15% similarity - verify EAN",NEEDS_VERIFICATION
1643,Cat Lead & Harness,"Cat Harness and Lead Set, Escape-Proof Kitten Harness with Retractable Cat Lead, 5m/16.4 Ft Automatic Extendable Cat Leash for Dogs Puppy Pets Walking (blue, S)",5060226010059,,B0C8JDVRRF,0.876,14.99,6.02166666666666,6.02166666666666,4.7044270833333295,50,1,1,1.0,15.789473684210526,CAT,CAT,NEEDS VERIFICATION,"Brand/title match, 16% similarity - verify EAN",NEEDS_VERIFICATION
1769,GROSVENOR 55CM TROUGH BLACK,4 Black Gros Trough 55cm,5014348297157,,B0723GK5V9,3.348,16.49,5.93041666666666,5.93041666666666,1.7755738522953999,50,1,1,1.0,50.0,GROSVENOR,4,NEEDS VERIFICATION,"Brand/title match, 50% similarity - verify EAN",NEEDS_VERIFICATION
1665,KINGAVON 6 LED TORCH,Kingavon BB-RT380 20-LED Rechargeable Emergency Sensor Light,5017403046660,,B00BZ33FDU,1.212,13.5,5.5925,5.5925,3.58493589743589,50,1,1,1.0,10.0,KINGAVON,KINGAVON,NEEDS VERIFICATION,"Brand/title match, 10% similarity - verify EAN",NEEDS_VERIFICATION
420,SOUDAL EXPANDING FOAM HAND HELD 150ML,Soudal 750ml Champagne Gap Filler Expanding Foam Handheld Spray with Nozzle & Gloves (3),5411183131217,,B07STZLCM6,3.096,15.55,5.47458333333333,5.47458333333333,1.74906815761448,400,1,1,1.0,20.0,SOUDAL,SOUDAL,NEEDS VERIFICATION,"Brand/title match, 20% similarity - verify EAN",NEEDS_VERIFICATION
1740,LED FIRE FLAME LIGHT 7.5X9CM,LED Flame Light Fire Effect Light for Indoor Outdoor Simulated Decorative Ambiance Lamps Resin Flame Night Lights Artificial Campfire Centerpiece for Party Bar Christmas Decoration NO BATTERY,5024418453994,,B0DM5XBGXP,2.424,14.69,5.42541666666666,5.42541666666666,2.11105706874189,50,1,1,1.0,16.666666666666664,LED,LED,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
1362,GROOV-E WIRED HEADPHONES,groov e Rhythm Wireless Headphones - Active Noise Cancelling Headphones with 32Hrs of Audio Playback - Bluetooth & 3.5mm Audio Jack - Black,5060108297097,,B0DT4DFMS5,6.984,19.99,5.37958333333333,5.37958333333333,0.8445185766614329,100,1,1,1.0,5.88235294117647,GROOV-E,GROOV,NEEDS VERIFICATION,"Brand/title match, 6% similarity - verify EAN",NEEDS_VERIFICATION
1913,EVERBUILD BITUMEN TROWEL MASTIC 1 LITRE,"Everbuild 103 Premium Trowel Mastic, Stone, 6 kg",5029347009311,,B0070U64RG,9.204,22.54,5.33583333333333,5.33583333333333,0.649128142741281,50,1,1,1.0,16.666666666666664,EVERBUILD,EVERBUILD,NEEDS VERIFICATION,"Brand/title match, 17% similarity - verify EAN",NEEDS_VERIFICATION
